Feature1,Feature2,Target,Launched_Capped,Feature1_Capped,Feature2_Capped,Target_Capped,Category_A,Category_B,Category_C,Category_D
117.64052345967664,32,1,,0.9713771149447945,0.3374054682955207,1.0,True,False,False,False
104.00157208367224,70,1,,0.578718542003327,0.7795229784758582,1.0,False,True,False,False
109.7873798410574,85,0,,0.7452890469268572,0.9540430482838861,0.0,False,False,True,False
122.40893199201456,31,1,,1.0,0.3257707969749855,1.0,False,False,False,True
118.67557990149967,13,0,,1.0,0.11634671320535198,0.0,True,False,False,False
90.22722120123588,71,1,,0.18216188514713183,0.7911576497963934,1.0,False,True,False,False
109.50088417525588,56,1,,0.7370409803280231,0.6166375799883654,1.0,False,False,True,False
98.48642791702302,24,0,,0.4199403061740741,0.24432809773123915,0.0,False,False,False,True
98.96781148206442,79,0,,0.4337990976951862,0.8842350203606749,0.0,True,False,False,False
104.10598501938372,41,1,,0.5817245380805058,0.44211751018033746,1.0,False,True,False,False
101.4404357116088,18,1,,0.5049847097431575,0.17452006980802795,1.0,False,False,True,False
114.54273506962976,40,0,,0.8821933401092545,0.43048283885980226,0.0,False,False,False,True
107.61037725146994,54,1,,0.6826142336988248,0.593368237347295,1.0,True,False,False,False
101.21675016492829,79,1,,0.49854491498725473,0.8842350203606749,1.0,False,True,False,False
104.43863232745426,11,1,,0.5913012873245567,0.09307737056428159,1.0,False,False,True,False
103.33674327374268,38,1,,0.5595784538425472,0.4072134962187319,1.0,False,False,False,True
114.94079073157606,93,1,,0.8936531630723374,1.0,1.0,True,False,False,False
97.94841736234198,1,1,,0.4044512520082111,0.0,1.0,False,True,False,False
103.130677016509,95,0,,0.5536459095973112,1.0,0.0,False,False,True,False
91.45904260698276,44,0,,0.21762540590946067,0.4770215241419431,0.0,False,False,False,True
74.47010184165921,88,1,,0.0,0.9889470622454918,1.0,True,False,False,False
106.5361859544036,24,0,,0.6516888047458127,0.24432809773123915,0.0,False,True,False,False
108.64436198859504,67,1,,0.712382135946581,0.7446189645142526,1.0,False,False,True,False
92.57834979593558,82,0,,0.24984969877339624,0.9191390343222805,0.0,False,False,False,True
122.69754623987608,3,0,,1.0,0.0,0.0,True,False,False,False
85.45634325401235,76,1,,0.044810700676269466,0.8493310063990693,1.0,False,True,False,False
100.45758517301446,35,1,,0.47668893543765023,0.3723094822571263,1.0,False,False,True,False
98.12816149974168,86,1,,0.4096259956186423,0.9656777196044214,1.0,False,False,False,True
115.32779214358456,61,1,,0.9047947397211797,0.6748109365910414,1.0,True,False,False,False
114.69358769900283,69,1,,0.886536311686843,0.767888307155323,1.0,False,True,False,False
101.54947425696916,87,0,,0.5081238748033203,0.9773123909249565,0.0,False,False,True,False
103.78162519602174,43,1,,0.5723863813667176,0.4653868528214079,1.0,False,False,False,True
91.12214252369888,32,1,,0.2079262213989237,0.3374054682955207,1.0,True,False,False,False
80.19203531776073,11,1,,0.0,0.09307737056428159,1.0,False,True,False,False
96.52087850673848,84,0,,0.36335312397719965,0.9424083769633509,0.0,False,False,True,False
101.5634896910398,10,0,,0.5085273721243104,0.08144269924374636,0.0,False,False,False,True
112.3029068072772,54,1,,0.8177098072566742,0.593368237347295,1.0,True,False,False,False
112.02379848784412,37,1,,0.8096744186565288,0.3955788248981967,1.0,False,True,False,False
96.12673182592049,28,0,,0.3520058386212379,0.2908667830133799,0.0,False,False,True,False
96.97697249424664,2,1,,0.3764838412387346,0.0,1.0,False,False,False,True
89.51447034932907,27,1,,0.16164214542103217,0.27923211169284473,1.0,True,False,False,False
85.79982062821026,83,1,,0.054699242095040734,0.9307737056428157,1.0,False,True,False,False
82.93729809374987,89,0,,0.0,1.0,0.0,False,False,True,False
119.5077539523179,23,0,,1.0,0.23269342641070395,0.0,False,False,False,True
94.90347818248348,53,0,,0.31678897944081186,0.5817335660267599,0.0,True,False,False,False
95.61925698388814,51,1,,0.33739589231505107,0.5584642233856895,1.0,False,True,False,False
87.47204639950074,46,0,,0.10284178376771491,0.5002908667830135,0.0,False,False,True,False
107.7749035583191,20,0,,0.6873508635963677,0.19778941244909834,0.0,False,False,False,True
83.8610215244205,53,0,,0.0,0.5817335660267599,0.0,True,False,False,False
97.87259719786032,29,0,,0.4022684274812507,0.3025014543339151,0.0,False,True,False,False
91.04533438806324,67,0,,0.2057149536777083,0.7446189645142526,0.0,False,False,True,False
103.86902497859262,35,0,,0.5749025772936314,0.3723094822571263,0.0,False,False,False,True
94.89194862431128,39,1,,0.31645704924077434,0.41884816753926707,1.0,True,False,False,False
88.19367815877588,9,1,,0.12361720036497159,0.06980802792321117,1.0,False,True,False,False
99.71817771661344,73,1,,0.45540176543105426,0.8144269924374637,1.0,False,False,True,False
104.28331870530418,41,0,,0.5868298860012033,0.44211751018033746,0.0,False,False,False,True
100.66517222383168,23,0,,0.4826652625677861,0.23269342641070395,0.0,True,False,False,False
103.0247189773978,3,1,,0.5505954307678111,0.0,1.0,False,True,False,False
93.65677906319036,46,1,,0.28089713676364925,0.5002908667830135,1.0,False,False,True,False
96.37258834012862,90,1,,0.3590839244180075,1.0,1.0,False,False,False,True
93.27539552224049,50,0,,0.2699172958063589,0.5468295520651543,0.0,True,False,False,False
96.4044683845946,3,1,,0.36000173491679277,0.0,1.0,False,True,False,False
91.86853717955546,31,0,,0.2294145493751789,0.3257707969749855,0.0,False,False,True,False
82.73717397668324,9,1,,0.0,0.06980802792321117,1.0,False,False,False,True
101.77426142253752,10,0,,0.5145953846147648,0.08144269924374636,0.0,True,False,False,False
95.98219063791738,27,1,,0.3478445702767803,0.27923211169284473,1.0,False,True,False,False
83.69801653033956,45,1,,0.0,0.4886561954624783,1.0,False,False,True,False
104.62782255525774,71,1,,0.59674797914241,0.7911576497963934,1.0,False,False,False,True
90.92701635616756,39,0,,0.20230863685197775,0.41884816753926707,0.0,True,False,False,False
100.5194539579614,61,1,,0.47847010674159884,0.6748109365910414,1.0,False,True,False,False
107.29090562177537,85,0,,0.6734168056302816,0.9540430482838861,0.0,False,False,True,False
101.2898291075741,97,0,,0.5006488211117288,1.0,0.0,False,False,False,True
111.394006845433,44,1,,0.7915430329845563,0.4770215241419431,1.0,True,False,False,False
87.65174179646347,34,0,,0.10801512416539927,0.3606748109365911,0.0,False,True,False,False
104.02341641177549,34,1,,0.57934742925891,0.3606748109365911,1.0,False,False,True,False
93.15189909059688,88,0,,0.26636189544780553,0.9889470622454918,0.0,False,False,False,True
91.29202850818118,33,0,,0.21281715372873133,0.3490401396160559,0.0,True,False,False,False
94.21150335235583,5,1,,0.29686737096676374,0.02326934264107039,1.0,False,True,False,False
96.88447467872628,36,0,,0.37382087549883725,0.3839441535776615,0.0,False,False,True,False
100.56165342229744,0,0,,0.479685008165343,0.0,0.0,False,False,False,True
88.34850159216643,75,0,,0.1280744893996686,0.8376963350785341,0.0,True,False,False,False
109.00826486954188,34,0,,0.7228587174653964,0.3606748109365911,0.0,False,True,False,False
104.6566243973046,69,0,,0.5975771697366445,0.767888307155323,0.0,False,False,True,False
84.63756313722776,53,0,,0.021238431566554805,0.5817335660267599,0.0,False,False,False,True
114.882521937956,80,0,,0.8919756337140226,0.8958696916812101,0.0,True,False,False,False
118.95889176030585,62,0,,1.0,0.6864456079115766,0.0,False,True,False,False
111.7877957115965,8,0,,0.8028800170359869,0.05817335660267598,0.0,False,False,True,False
98.2007516418765,61,1,,0.4117158294214387,0.6748109365910414,1.0,False,False,False,True
89.29247378489458,1,0,,0.15525097561731016,0.0,0.0,True,False,False,False
110.54451726931136,81,1,,0.7670866539351069,0.9075043630017453,1.0,False,True,False,False
95.9682305302682,35,1,,0.3474426657757288,0.3723094822571263,1.0,False,False,True,False
112.22445070382427,91,0,,0.8154510953681218,1.0,0.0,False,False,False,True
102.0827497807686,40,1,,0.5234766098037613,0.43048283885980226,1.0,True,False,False,False
109.76639036483712,36,1,,0.7446847704284494,0.3839441535776615,1.0,False,True,False,False
103.56366397174402,48,1,,0.5661113869832026,0.5235602094240839,1.0,False,False,True,False
107.06573168191947,25,0,,0.666934160780988,0.25596276905177434,0.0,False,False,False,True
100.1050002072082,67,0,,0.46653819102208827,0.7446189645142526,0.0,True,False,False,False
117.85870493905836,35,1,,0.9776584503623402,0.3723094822571263,1.0,False,True,False,False
101.2691209270362,30,1,,0.5000526429750041,0.3141361256544503,1.0,False,False,True,False
104.01989363444702,29,1,,0.579246010265583,0.3025014543339151,1.0,False,False,False,True
101.58225757954938,33,1,,0.5090676902262032,0.3490401396160559,1.0,True,False,False,False
200.0,18,0,,1.0,0.17452006980802795,0.0,True,False,False,False
